Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Price_Return,Dividend_Yield,Total_Return,Cumulative_Price_Return,Cumulative_Total_Return
2025-07-10 00:00:00-04:00,28.877126640634977,28.877126640634977,28.385067133584894,28.809589385986328,33800,0.0,0.0,0.0,0.006064821265812759,0.0,0.006064821265812759,0.23515685761899197,0.27821018745071413
2025-07-11 00:00:00-04:00,28.78064120292668,29.264016512007018,28.78064120292668,28.954309463500977,23000,0.0,0.0,0.0,0.005023330099423129,0.0,0.005023330099423129,0.24136145823937838,0.28463105915872466
2025-07-14 00:00:00-04:00,29.00737454443071,29.012197844819493,28.394712340945674,28.838529586791992,42200,0.0,0.0,0.0,-0.0039987096516646,0.0,-0.0039987096516646,0.23639761419511207,0.2794941925436385
2025-07-15 00:00:00-04:00,30.025586424663878,30.093475288296307,29.686151355413703,29.928606033325195,37500,0.154,0.0,0.0,0.03779930745957505,0.005340078090199571,0.04313938554977462,0.2831325877563582,0.3346907858244761
2025-07-16 00:00:00-04:00,29.99649553362331,30.064382553100586,29.686153816137157,30.064382553100586,19100,0.0,0.0,0.0,0.004536680379440439,0.0,0.004536680379440439,0.2889537501914532,0.340745851325146
2025-07-17 00:00:00-04:00,30.19045591116778,30.413515622391635,29.967398049726334,30.38442039489746,15900,0.0,0.0,0.0,0.010645082806261419,0.0,0.010645082806261419,0.3026747695956824,0.3550182019346537
2025-07-18 00:00:00-04:00,30.57838733534602,30.598753441293464,30.137119856702114,30.355327606201172,17100,0.0,0.0,0.0,-0.0009574903295234138,0.0,-0.0009574903295234138,0.3014274711012803,0.35372078510997307
2025-07-21 00:00:00-04:00,30.442610199497764,30.51049721654308,30.122570083582364,30.287439346313477,71700,0.0,0.0,0.0,-0.002236452881300033,0.0,-0.002236452881300033,0.2985168898837329,0.3506932523596382
2025-07-22 00:00:00-04:00,30.108546664753135,30.108546664753135,28.96970160400607,29.365610122680664,37000,0.247,0.0,0.0,-0.03043602376194332,0.008155195861087686,-0.022280827900855636,0.25899519896794687,0.32059868845696626
2025-07-23 00:00:00-04:00,29.717527134289714,30.14764976501465,29.50246675119181,30.14764976501465,18400,0.0,0.0,0.0,0.02663113890931812,0.0,0.02663113890931812,0.29252367499782683,0.3557677355727271
2025-07-24 00:00:00-04:00,30.362710689847834,30.79283332824707,30.306014087141815,30.79283332824707,63800,0.0,0.0,0.0,0.02140079138046569,0.0,0.02140079138046569,0.3201847045207682,0.38478223804208533
2025-07-25 00:00:00-04:00,30.685300649857023,30.910138616331942,30.54844421641678,30.75372886657715,27200,0.0,0.0,0.0,-0.0012699208693488506,0.0,-0.0012699208693488506,0.3185081744131022,0.38302367417849204
2025-07-28 00:00:00-04:00,30.871037941990707,31.2845401763916,30.871037941990707,31.2845401763916,61800,0.0,0.0,0.0,0.01726006339320163,0.0,0.01726006339320163,0.34126570908792697,0.4068947504691114
2025-07-29 00:00:00-04:00,31.476529148150835,31.64882907749911,31.053167953481974,31.14177703857422,40900,0.228,0.0,0.0,-0.004563376575536737,0.007287944739301513,0.002724568163764776,0.33514500856950447,0.41072793111600747
2025-07-30 00:00:00-04:00,31.250081513252052,31.84672857270568,31.210699904082308,31.683290481567383,19400,0.0,0.0,0.0,0.01738864941208762,0.0,0.01738864941208762,0.35836137703781823,0.4352585845260235
2025-07-31 00:00:00-04:00,32.165724126005735,32.23464710431372,31.20675915377412,31.614370346069336,22300,0.0,0.0,0.0,-0.0021752833891461876,0.0,-0.0021752833891461876,0.35540655609789007,0.4321364903679745
2025-08-01 00:00:00-04:00,30.82671781995843,31.338691874610408,30.29603792384223,30.797182083129883,34400,0.0,0.0,0.0,-0.025848633200472926,0.0,-0.025848633200472926,0.32037114919179954,0.39511771953544006
2025-08-04 00:00:00-04:00,31.161470622182964,32.077117919921875,31.003940429298947,32.077117919921875,77500,0.0,0.0,0.0,0.04156016071006441,0.0,0.04156016071006441,0.3752459863491431,0.45309903616879144
2025-08-05 00:00:00-04:00,31.990680904675692,32.09002932705972,31.275360135832702,31.762174606323242,89200,0.293,0.0,0.0,-0.009818317044095637,0.009134237082379176,-0.0006840799617164606,0.36174338524154726,0.4521050002357587
2025-08-06 00:00:00-04:00,31.39458145071051,32.09002989444335,31.39458145071051,32.04035568237305,82000,0.0,0.0,0.0,0.008758250324410133,0.0,0.008758250324410133,0.37366987468710233,0.4648228993251511
2025-08-07 00:00:00-04:00,32.50730106748965,32.70500495879394,31.94597148981719,32.24898910522461,53900,0.0,0.0,0.0,0.006511582609126432,0.0,0.006511582609126432,0.3826146395537957,0.474361214641847
2025-08-08 00:00:00-04:00,32.48743097806373,32.7656095959266,32.25892657197645,32.75567626953125,53500,0.0,0.0,0.0,0.015711722393944916,0.0,0.015711722393944916,0.40433789694826916,0.4975259687546991
2025-08-11 00:00:00-04:00,32.636452814278115,32.95437230973689,32.29866287661576,32.705997467041016,127700,0.0,0.0,0.0,-0.0015166471325901432,0.0,-0.0015166471325901432,0.40220801190367483,0.4952547502882081
2025-08-12 00:00:00-04:00,32.869998931884766,32.939998626708984,32.20000076293945,32.939998626708984,97600,0.214,0.0,0.0,0.007154686534290189,0.006543142437886364,0.013697828972176553,0.412240370684716,0.5157364941274905
2025-08-13 00:00:00-04:00,32.84000015258789,33.0,32.220001220703125,32.650001525878906,74200,0.0,0.0,0.0,-0.008803798206443725,0.0,-0.008803798206443725,0.3998072914422144,0.5023922558990495
2025-08-14 00:00:00-04:00,32.27000045776367,32.84000015258789,32.209999084472656,32.779998779296875,55200,0.0,0.0,0.0,0.003981538969146214,0.0,0.003981538969146214,0.4053806787223866,0.508374089212855
2025-08-15 00:00:00-04:00,32.779998779296875,32.779998779296875,32.0,32.58000183105469,61100,0.0,0.0,0.0,-0.006101188398106361,0.0,-0.006101188398106361,0.39680618643044263,0.49917121471974535
